pcomp QTL19 QTL20 y Animal G20 G20Hat yLH
-3.28561594602014 -1.17192959828062 -1.13708159552585 0.130415353511951 49 1 3.55 -10.5875213176166
-6.03149051043863 -4.42864573324512 -1.13708159552585 -14.8461364474342 50 1 3.55 -9.38615227730514
-1.58993193081655 2.08478653668387 2.37321906209426 -3.99435514138521 51 2 5.22 -16.5049419327304
-7.63693789921226 -1.17192959828062 -4.64738225314596 -12.4782283225787 52 0 0 -20.9157967287210
0.717599496539306 -1.17192959828062 -4.64738225314596 -12.9043769310492 53 0 0 10.7179442763768
-3.09141341561420 2.08478653668387 2.37321906209426 -2.62776645211401 54 2 5.22 -25.9913423714459
3.85420277710091 2.08478653668387 2.37321906209426 0.489152342935283 55 2 5.22 6.60986878059322
1.39588319435273 2.08478653668387 -1.13708159552585 10.2460025319115 56 1 3.55 18.6763634864822
-3.97110826439081 -1.17192959828062 -1.13708159552585 -6.4388026369933 57 1 3.55 -11.5520071195001
-0.317398718092190 -1.17192959828062 2.37321906209426 -2.70569339018103 58 2 5.22 15.2803525598011
2.90568009979376 2.08478653668387 2.37321906209426 -5.91430242749887 59 2 5.22 8.52874099403146
-0.212104265096645 -1.17192959828062 -1.13708159552585 1.01907621530413 60 1 3.55 11.0849866512840
3.0818632923498 -1.17192959828062 2.37321906209426 5.9102662589845 61 2 5.22 12.0171680315974
8.16410805767444 2.08478653668387 -1.13708159552585 9.26052923465003 62 1 3.55 21.0583488512695
-7.49410774714541 -4.42864573324512 -1.13708159552585 -3.0798825438435 63 1 3.55 -14.601277211634
-6.66354038003127 2.08478653668387 -1.13708159552585 -7.1461612283976 64 1 3.55 7.64696447424206
0.845361832937988 -1.17192959828062 -1.13708159552585 -0.555881264492482 65 1 3.55 8.74500654173891
-3.59160939332456 -1.17192959828062 -4.64738225314596 -1.9821577312582 66 0 0 1.15702141593533
-7.72398893511016 -1.17192959828062 2.37321906209426 -7.25832543274886 67 2 5.22 21.4809533576959
6.57077569929449 2.08478653668387 -1.13708159552585 12.2263719949835 68 1 3.55 -7.83709726640767
8.01742122888941 -1.17192959828062 2.37321906209426 16.2099277561168 69 2 5.22 15.8440337162419
-8.86841694773682 -4.42864573324512 -1.13708159552585 -10.8376800571933 70 1 3.55 -1.06783760843965
3.22189771540119 2.08478653668387 -4.64738225314596 3.21542819277344 71 0 0 14.9013686360151
-0.377701846646138 -4.42864573324512 2.37321906209426 -3.80924833494013 72 2 5.22 10.7937114654464
-2.93141897948643 2.08478653668387 -4.64738225314596 -5.3622541659643 73 0 0 -2.33785277858941
0.614455189912579 2.08478653668387 -4.64738225314596 1.27015151931079 74 0 0 -10.2981369028896
5.80135558567561 2.08478653668387 -1.13708159552585 8.86490338093027 75 1 3.55 -12.2958200298014
-4.12535799267247 -1.17192959828062 -1.13708159552585 -13.7655096427902 76 1 3.55 -2.64376043322149
-0.468763018229558 -1.17192959828062 -1.13708159552585 -4.25909982642401 77 1 3.55 -9.50819270335931
-7.87086565916788 2.08478653668387 -1.13708159552585 1.01385898604667 78 1 3.55 -16.4018265295893
-2.53717081110545 -1.17192959828062 -1.13708159552585 -9.06611529890404 79 1 3.55 -12.8659362850469
-4.12127040225406 2.08478653668387 -1.13708159552585 -13.0095713775872 80 1 3.55 -22.1026775959621
-0.58929082229414 2.08478653668387 -1.13708159552585 -3.54474106590681 81 1 3.55 -3.48382648191186
3.60982847588070 -1.17192959828062 2.37321906209426 15.3757895746420 82 2 5.22 -9.20484430894819
-4.84785040355237 -1.17192959828062 -1.13708159552585 -6.37785824281346 83 1 3.55 3.03033376649019
0.628404118287009 -1.17192959828062 -1.13708159552585 1.37315311161236 84 1 3.55 -7.73202768888777
-1.91300397731290 2.08478653668387 -1.13708159552585 -10.129774348492 85 1 3.55 -5.83668947857518
-5.5956854841816 -4.42864573324512 2.37321906209426 -7.62345432527446 86 2 5.22 -7.63680998272944
-9.09723346393799 -1.17192959828062 -4.64738225314596 -11.9229526130209 87 0 0 -12.0214135965402
-16.4566760322423 -1.17192959828062 -1.13708159552585 -22.6781089860866 88 1 3.55 -9.58855518811692
3.24121828194142 2.08478653668387 -1.13708159552585 8.057771367089 89 1 3.55 0.75285455601252
-3.11828014765158 2.08478653668387 2.37321906209426 -7.35596305027244 90 2 5.22 -20.3878148662471
0.617508127240867 2.08478653668387 2.37321906209426 0.863129303748599 91 2 5.22 19.0990321257286
8.73225977348426 2.08478653668387 2.37321906209426 -1.88837521967899 92 2 5.22 7.10095535293546
-0.616875461965904 -1.17192959828062 2.37321906209426 -5.33479268876574 93 2 5.22 9.22441472065696
2.31485976749156 2.08478653668387 2.37321906209426 0.00754388982554488 94 2 5.22 -0.0527898570681757
-1.43137730031230 2.08478653668387 2.37321906209426 -4.18105083815663 95 2 5.22 19.7282431524816
0.171715329846351 -4.42864573324512 2.37321906209426 7.0845291991045 96 2 5.22 11.8802062829845
-8.9508333455235 -1.17192959828062 -4.64738225314596 -8.08842053630604 97 0 0 -3.90088555206622
7.70378526059069 2.08478653668387 2.37321906209426 8.26796517281261 98 2 5.22 19.283977723605
-3.54470804830061 -1.17192959828062 2.37321906209426 -4.32499500938312 99 2 5.22 -11.8835914414314
-7.4358596619115 -1.17192959828062 -1.13708159552585 -5.05233662049508 100 1 3.55 -5.67267032839406
0.124699910402336 2.08478653668387 -1.13708159552585 -5.49113839405804 101 1 3.55 5.93839669038062
1.56291060193947 2.08478653668387 -4.64738225314596 1.66295489446955 102 0 0 -11.2134779999376
-10.3893394229419 2.08478653668387 -1.13708159552585 -9.4813478623785 103 1 3.55 -10.8104239081212
-3.11743469716822 -1.17192959828062 -1.13708159552585 -5.81989853737712 104 1 3.55 -10.9879354188882
-1.09580591451952 -1.17192959828062 2.37321906209426 0.0846943617052576 105 2 5.22 6.22266011587244
8.11088543671872 2.08478653668387 -1.13708159552585 -3.97610751187213 106 1 3.55 -0.590161207251302
2.45984890757803 -1.17192959828062 2.37321906209426 -1.24380865459479 107 2 5.22 -3.55812058800496
-3.88156342185299 -4.42864573324512 -1.13708159552585 3.48093201492067 108 1 3.55 4.07298325967891
-0.128276358715008 -1.17192959828062 -1.13708159552585 -1.20932730925423 109 1 3.55 6.99865085895121
0.794428343422988 2.08478653668387 2.37321906209426 -1.18459622609745 110 2 5.22 -5.72814955353205
2.27416316363757 -1.17192959828062 -1.13708159552585 5.47863375342204 111 1 3.55 9.48601900335448
3.28973141291846 2.08478653668387 -1.13708159552585 3.84862154404933 112 1 3.55 25.0122388051164
-7.03566715641442 -1.17192959828062 2.37321906209426 -13.0028732356145 113 2 5.22 -8.6085374796258
8.247932527946 2.08478653668387 -1.13708159552585 1.19012046189898 114 1 3.55 14.3488587060893
-3.69654877865839 -1.17192959828062 -1.13708159552585 1.47417276984971 115 1 3.55 -8.63178184536584
-1.48751403051267 2.08478653668387 -1.13708159552585 -9.17815035198209 116 1 3.55 -4.31447542815679
4.35282693014709 -1.17192959828062 2.37321906209426 9.5693113190592 117 2 5.22 -8.48962149253776
7.577290324035 -1.17192959828062 2.37321906209426 6.4404722199314 118 2 5.22 3.84519429619222
-11.0116945116089 -1.17192959828062 -4.64738225314596 -10.5104913302137 119 0 0 -18.5212311960063
4.81683987951895 2.08478653668387 2.37321906209426 6.55264772480555 120 2 5.22 9.1269210053815
-9.34518802583354 -4.42864573324512 -1.13708159552585 -13.0963822915631 121 1 3.55 -20.4250864843708
4.26741265077234 -1.17192959828062 2.37321906209426 2.49742743463093 122 2 5.22 -2.32555300880850
-1.50824425138454 2.08478653668387 -1.13708159552585 -0.980702215047401 123 1 3.55 4.24478806930417
-3.40913114474843 -1.17192959828062 -1.13708159552585 -4.61806381832529 124 1 3.55 -8.93953615714587
-1.49611163853956 -1.17192959828062 -1.13708159552585 6.46794460306052 125 1 3.55 17.1174006439931
7.73252718658622 2.08478653668387 2.37321906209426 4.44849746502728 126 2 5.22 9.4705907976657
-0.662460738074899 2.08478653668387 2.37321906209426 -2.13248936643464 127 2 5.22 20.1727156557210
2.27968834465799 2.08478653668387 2.37321906209426 -2.2397469353808 128 2 5.22 8.46738957968318
1.69545544211078 2.08478653668387 -1.13708159552585 -3.48204475147624 129 1 3.55 -2.79310565571179
4.00297306180016 2.08478653668387 2.37321906209426 0.744627765262863 130 2 5.22 -17.0912714666394
3.90452118047547 2.08478653668387 -1.13708159552585 -0.864498669180625 131 1 3.55 -8.25887062083381
0.265399121757125 2.08478653668387 2.37321906209426 0.527735051449179 132 2 5.22 -3.64746747754437
-5.01261408043717 -1.17192959828062 -1.13708159552585 -5.16397441933089 133 1 3.55 15.3231365193636
-3.78622075372973 2.08478653668387 -4.64738225314596 -11.2976038297860 134 0 0 10.1704323634212
1.15441428588443 2.08478653668387 -1.13708159552585 3.04755485964631 135 1 3.55 -12.7903276943290
-10.0691026016972 -4.42864573324512 -1.13708159552585 -8.82083670847297 136 1 3.55 -7.89832858512714
4.09717607274386 -4.42864573324512 -1.13708159552585 6.18638747565128 137 1 3.55 12.3648617780365
6.67678928934529 -1.17192959828062 2.37321906209426 1.6156478409025 138 2 5.22 4.05479500095905
-1.59228914923666 2.08478653668387 -4.64738225314596 0.587326080249506 139 0 0 -7.1042501178107
0.613935925651675 -4.42864573324512 2.37321906209426 3.24500519949074 140 2 5.22 13.4537412469461
-4.48930748397716 -4.42864573324512 2.37321906209426 -2.99599773375187 141 2 5.22 -12.9439514773461
2.78516860994122 2.08478653668387 -1.13708159552585 -3.96993039395749 142 1 3.55 23.5102075035934
-12.0264908186114 -1.17192959828062 -1.13708159552585 -13.2419350819917 143 1 3.55 -21.3715207551979
-1.17575340923185 -1.17192959828062 -1.13708159552585 6.20904351607881 144 1 3.55 -3.599821103351
5.20394131308004 -1.17192959828062 2.37321906209426 1.88251647130396 145 2 5.22 -6.09488663737502
-1.53578424263937 2.08478653668387 -1.13708159552585 1.92997332068632 146 1 3.55 11.1434384025356
-1.37081981388297 2.08478653668387 2.37321906209426 -1.70684689260142 147 2 5.22 -1.17322213608984
2.74789615707840 -1.17192959828062 2.37321906209426 6.45926549150644 148 2 5.22 -7.47985817771982
-3.44493580352822 -1.17192959828062 -4.64738225314596 -4.19238857456067 149 0 0 9.90764741702812
5.5261001782614 -1.17192959828062 -1.13708159552585 11.3966346307909 150 1 3.55 -9.53369662119528
-6.94356178402331 2.08478653668387 -4.64738225314596 -8.94873327836856 151 0 0 6.18905845421442
9.52655338258027 -1.17192959828062 2.37321906209426 13.0441671594486 152 2 5.22 8.151785074038
-1.70591571938370 2.08478653668387 -1.13708159552585 -10.1434865517529 153 1 3.55 -9.16901119469033
-6.98905290307887 -1.17192959828062 -1.13708159552585 -10.4149493822754 154 1 3.55 -2.6711031972725
7.09992794385993 2.08478653668387 -1.13708159552585 3.07251248076538 155 1 3.55 21.2198814427056
2.44181791459997 -1.17192959828062 2.37321906209426 -4.80923421493599 156 2 5.22 18.9833813026075
-1.83472043557328 -1.17192959828062 2.37321906209426 2.04072348141996 157 2 5.22 -2.82629624944723
7.37815921108022 2.08478653668387 2.37321906209426 5.64678560583201 158 2 5.22 -0.403191041204862
-10.3001895076367 -1.17192959828062 2.37321906209426 -13.8578998599418 159 2 5.22 -17.2149615055610
4.00569029063188 2.08478653668387 2.37321906209426 -6.56357796431187 160 2 5.22 6.39509514184144
3.69411590931402 -1.17192959828062 -1.13708159552585 6.67005740514906 161 1 3.55 15.9303447366990
1.97898103913568 2.08478653668387 2.37321906209426 0.881893369753946 162 2 5.22 -7.19287977697944
2.52114969790467 2.08478653668387 -1.13708159552585 5.02386846342811 163 1 3.55 -2.79410413643634
-12.8993678835013 2.08478653668387 -1.13708159552585 -14.8998010287689 164 1 3.55 -17.9103531920588
-5.10113138871646 -1.17192959828062 -4.64738225314596 -12.5674096038314 165 0 0 1.87014139499969
-8.79578572738334 -1.17192959828062 -1.13708159552585 -13.4704555363849 166 1 3.55 0.148978162519310
7.7889873766067 2.08478653668387 2.37321906209426 -5.19091872373354 167 2 5.22 21.7618543321899
5.29583641951394 2.08478653668387 -1.13708159552585 8.71352177282217 168 1 3.55 17.3903615594225
1.52384743626149 2.08478653668387 -1.13708159552585 7.90778899345811 169 1 3.55 17.2929763684726
4.29960369283222 2.08478653668387 -1.13708159552585 6.07466184828844 170 1 3.55 -4.48574389911409
-7.76262557187145 2.08478653668387 -1.13708159552585 -11.2632041801333 171 1 3.55 -15.0694185097177
-0.413938947943697 2.08478653668387 2.37321906209426 6.11074521127391 172 2 5.22 18.2548171833006
-9.24331498265013 -4.42864573324512 -1.13708159552585 -16.9250989123840 173 1 3.55 -6.57972641116023
3.64028920059898 -1.17192959828062 2.37321906209426 4.46939382901417 174 2 5.22 5.09850617820797
-3.27147956048755 -1.17192959828062 -4.64738225314596 3.66089182073299 175 0 0 15.2425555763122
-4.88471322655059 -1.17192959828062 -1.13708159552585 -6.15060576199321 176 1 3.55 -16.5966905032671
-4.33132199337134 -1.17192959828062 -1.13708159552585 2.98649088262144 177 1 3.55 -8.85141703669247
-3.0080773014661 -1.17192959828062 2.37321906209426 -2.47150452983314 178 2 5.22 -0.558994936902153
-3.31769188899833 -1.17192959828062 -1.13708159552585 -6.66846144126015 179 1 3.55 -3.78210387730095
-0.0720968230636008 -1.17192959828062 -1.13708159552585 0.281538939323897 180 1 3.55 7.89767874142293
-3.37863798981247 2.08478653668387 -4.64738225314596 -6.43117223399021 181 0 0 1.90555744257716
1.86305454323940 2.08478653668387 2.37321906209426 1.28484349901670 182 2 5.22 14.3397082425700
3.74689922047833 -1.17192959828062 -1.13708159552585 7.77679235323513 183 1 3.55 7.40094494830458
-0.38477936112 2.08478653668387 2.37321906209426 -1.40250868193055 184 2 5.22 -5.19708835381641
1.66220346627603 -1.17192959828062 2.37321906209426 -3.80935751222903 185 2 5.22 -8.69976130843958
-8.62599885399633 -4.42864573324512 -4.64738225314596 -10.4348175845592 186 0 0 -16.0279693304676
-8.81752999507452 -1.17192959828062 -1.13708159552585 -3.65250420682715 187 1 3.55 -8.8770692532075
-2.13978916645328 -4.42864573324512 -1.13708159552585 -10.5926741188178 188 1 3.55 11.4664332678207
2.36012515120368 2.08478653668387 -1.13708159552585 5.14430634321099 189 1 3.55 9.00390124825383
-2.30923544745658 2.08478653668387 2.37321906209426 -12.9353695561606 190 2 5.22 -9.42602902684077
-4.38611028617354 -1.17192959828062 -1.13708159552585 -12.3248249811106 191 1 3.55 12.9764759657465
10.2514433331276 2.08478653668387 2.37321906209426 4.51497934460425 192 2 5.22 23.941789794696
-5.89846718714591 -1.17192959828062 -4.64738225314596 -7.77072144787544 193 0 0 2.64943152582588
8.04697748583763 2.08478653668387 -1.13708159552585 10.1106064204302 194 1 3.55 15.6738155576181
10.9099856185045 2.08478653668387 2.37321906209426 8.35109253489866 195 2 5.22 25.6789277034039
3.32981487255365 2.08478653668387 2.37321906209426 4.97410643568901 196 2 5.22 1.64437487035004
-1.06119322498424 2.08478653668387 -1.13708159552585 -1.14860106124265 197 1 3.55 -9.08918355268572
-3.37477728855297 -1.17192959828062 -1.13708159552585 -5.16402416659799 198 1 3.55 -1.83133489497146
8.06006103938545 2.08478653668387 2.37321906209426 10.2117504439685 199 2 5.22 11.1015738260554
-15.9917972252311 -4.42864573324512 2.37321906209426 -11.6659540073855 200 2 5.22 -9.96734114838772
1.75829617723826 2.08478653668387 -1.13708159552585 5.37247379986892 201 1 3.55 5.63395449099507
-3.19426865677636 -1.17192959828062 -1.13708159552585 -5.19925609853805 202 1 3.55 -13.0368303475820
9.60711683247098 -1.17192959828062 2.37321906209426 17.3072433398422 203 2 5.22 7.99410885223764
-1.99219295175836 -1.17192959828062 -1.13708159552585 0.135702780254955 204 1 3.55 12.3611146460266
-6.99161484204719 -4.42864573324512 -4.64738225314596 -6.61014636674165 205 0 0 -13.9411161253749
-2.30117389852267 2.08478653668387 -1.13708159552585 -10.0294659395764 206 1 3.55 -6.70579331449049
-1.87902381471091 -1.17192959828062 -1.13708159552585 5.05978501943268 207 1 3.55 -2.29174894771561
-2.46456843616988 -1.17192959828062 -4.64738225314596 -5.68356659187554 208 0 0 9.4953899536331
3.25323260071502 -1.17192959828062 2.37321906209426 0.976886999024849 209 2 5.22 -5.36612684886411
1.79595258561971 2.08478653668387 -1.13708159552585 -0.343818663911474 210 1 3.55 13.9921233829038
4.12181887178364 2.08478653668387 2.37321906209426 -2.74127342534853 211 2 5.22 17.7364588260252
2.14513546215286 -1.17192959828062 -1.13708159552585 5.59266144146969 212 1 3.55 8.72123253312729
-4.65883804045663 -1.17192959828062 -1.13708159552585 -3.09027178372836 213 1 3.55 -8.54777230895176
-1.63223969183172 -1.17192959828062 -1.13708159552585 4.83473759547810 214 1 3.55 -2.57507235297358
8.4258480118714 -1.17192959828062 2.37321906209426 9.67310408406182 215 2 5.22 1.44390188001717
-9.29006808047426 -1.17192959828062 -1.13708159552585 -11.8554056181489 216 1 3.55 -14.5312701701016
2.58434058103434 2.08478653668387 2.37321906209426 6.76371529924693 217 2 5.22 7.00466133204088
-4.16999389091242 -1.17192959828062 -1.13708159552585 -6.07966111261606 218 1 3.55 14.6228407819936
-3.69538464283956 2.08478653668387 -1.13708159552585 4.37338912373273 219 1 3.55 -2.78018885382349
3.40163206445773 2.08478653668387 2.37321906209426 -2.05802078980644 220 2 5.22 -14.9308927931405
-1.62527456766688 -1.17192959828062 -1.13708159552585 -1.94044280727977 221 1 3.55 -4.69758317442206
-5.23153798618156 -1.17192959828062 -1.13708159552585 -4.71853894758111 222 1 3.55 4.55982141040993
-5.77423169849774 -1.17192959828062 -1.13708159552585 -12.7038714898493 223 1 3.55 -0.745973718290712
2.27315848247797 -1.17192959828062 2.37321906209426 2.47763785063913 224 2 5.22 -3.4072964661976
4.91246118998103 2.08478653668387 2.37321906209426 6.90518238931267 225 2 5.22 9.23874324634097
2.86232959849115 2.08478653668387 2.37321906209426 2.38127470554099 226 2 5.22 3.6675303776164
0.964435709948907 -1.17192959828062 -1.13708159552585 -0.318862414720003 227 1 3.55 12.7116419344472
1.10448137475451 2.08478653668387 2.37321906209426 7.12107388962572 228 2 5.22 6.9956639278784
-1.56883314317333 -4.42864573324512 2.37321906209426 -10.8554789842155 229 2 5.22 -8.61075951193232
8.0393815251305 -1.17192959828062 2.37321906209426 7.96503242351214 230 2 5.22 4.91656293348637
1.26819402566221 -1.17192959828062 -1.13708159552585 6.55355341454119 231 1 3.55 5.18025543114323
-4.42110966095683 -1.17192959828062 -4.64738225314596 -4.37896387262942 232 0 0 -0.979237837129433
-19.9653720499646 -1.17192959828062 -4.64738225314596 -19.2281911874664 233 0 0 -6.64108323000859
-2.52013464332404 -1.17192959828062 2.37321906209426 -9.4219200777585 234 2 5.22 8.2748070391662
-9.86182806571385 2.08478653668387 -1.13708159552585 -9.40028212877605 235 1 3.55 -12.4802097707247
4.10183759814952 2.08478653668387 2.37321906209426 4.89635660544482 236 2 5.22 11.4257923871299
11.6009626091126 2.08478653668387 2.37321906209426 7.99389364775817 237 2 5.22 23.4015089595216
6.12556275885195 2.08478653668387 2.37321906209426 7.06595364266409 238 2 5.22 1.16862660383567
5.45073780625984 2.08478653668387 2.37321906209426 8.70809001876149 239 2 5.22 -10.2703458122216
-0.116152843819293 2.08478653668387 2.37321906209426 -3.33426994136474 240 2 5.22 4.02816411259428
-13.9516213127505 2.08478653668387 -4.64738225314596 -20.2686758175407 241 0 0 -22.195787587727
-1.06445647121301 -1.17192959828062 2.37321906209426 -1.77527050927128 242 2 5.22 13.7531058971333
-5.29807214525529 2.08478653668387 -4.64738225314596 -3.42686841948549 243 0 0 -2.63095237695911
-11.5162251924541 -4.42864573324512 -1.13708159552585 -9.27169292824962 244 1 3.55 4.37553583144746
-3.7542949824642 2.08478653668387 -1.13708159552585 -5.88972787683776 245 1 3.55 18.9704309648533
3.97057078181417 -1.17192959828062 2.37321906209426 8.75671707113134 246 2 5.22 13.1909406874877
3.44405618970795 2.08478653668387 2.37321906209426 -5.87855473676749 247 2 5.22 1.57391222594555
-4.52380370512574 2.08478653668387 -1.13708159552585 -7.22821900844789 248 1 3.55 6.48010725320613
-3.10944557636085 2.08478653668387 -1.13708159552585 -1.64952240053766 249 1 3.55 12.3093701536284
1.64634659610181 -1.17192959828062 -1.13708159552585 0.354582354172609 250 1 3.55 -8.33126393446167
2.73684392622457 -1.17192959828062 -1.13708159552585 -3.02104608155315 251 1 3.55 10.1610593664158
6.25576328091677 2.08478653668387 -1.13708159552585 7.11432677586182 252 1 3.55 4.4292248444124
8.97338997551754 -1.17192959828062 2.37321906209426 4.35264349121634 253 2 5.22 7.32185366313775
-3.94477457117155 2.08478653668387 -4.64738225314596 -5.88207749417309 254 0 0 3.42703317895497
8.44250568319637 -1.17192959828062 2.37321906209426 8.71691993105885 255 2 5.22 -3.13679847159627
-1.94948063023166 -4.42864573324512 2.37321906209426 -8.50143473833587 256 2 5.22 -6.50744948770142
2.21347168247206 -1.17192959828062 2.37321906209426 -4.57767263254705 257 2 5.22 5.54514582181209
3.39976774774786 -1.17192959828062 2.37321906209426 1.73066006236788 258 2 5.22 10.4656769037174
2.26424608109346 -4.42864573324512 2.37321906209426 9.9885249229905 259 2 5.22 1.79286926680422
-2.89681808622086 -1.17192959828062 2.37321906209426 -3.15069227888845 260 2 5.22 1.73921776409126
-7.37401260362572 -1.17192959828062 -1.13708159552585 1.6062415927303 261 1 3.55 -25.4103382710347
3.02729858613166 2.08478653668387 -1.13708159552585 1.67200129933504 262 1 3.55 8.34445778431933
1.99823442075279 2.08478653668387 -1.13708159552585 12.1710655529694 263 1 3.55 11.9360570092932
-1.41674255804588 2.08478653668387 -1.13708159552585 3.33957687563721 264 1 3.55 12.0736479451656
-8.87159687077812 -4.42864573324512 2.37321906209426 -15.5166367166186 265 2 5.22 -9.6267325461388
-5.66293635034659 2.08478653668387 -4.64738225314596 0.435679505986013 266 0 0 -3.20063780533174
-8.62167554254533 2.08478653668387 -1.13708159552585 -9.40540737196523 267 1 3.55 -2.43570035503823
-11.8683176251332 -1.17192959828062 -1.13708159552585 -16.7766122781788 268 1 3.55 -26.5696983639903
-6.60363316070097 -1.17192959828062 -1.13708159552585 -11.8143042855120 269 1 3.55 -7.83691942027565
-0.667785806903517 2.08478653668387 -1.13708159552585 5.67443736960494 270 1 3.55 0.352532403327342
0.390756212314693 2.08478653668387 2.37321906209426 -0.225281143684110 271 2 5.22 4.81328048009917
-2.14793378670241 -1.17192959828062 -1.13708159552585 -1.25508505594284 272 1 3.55 -9.96247855701918
-7.75112775193278 2.08478653668387 -1.13708159552585 -5.79051271775078 273 1 3.55 1.66406323491260
2.42378402826667 -1.17192959828062 2.37321906209426 6.76205758929162 274 2 5.22 3.73430854467072
2.33700664662838 -1.17192959828062 -1.13708159552585 3.03970948974452 275 1 3.55 17.6643241901983
1.86803710569432 2.08478653668387 2.37321906209426 5.33076135466882 276 2 5.22 2.49914313946828
